type,title,director,cast,country,date_added,release_year,rating,duration,listed_in
TV Show,DRAGON PILOT: Hisone & Masotan,,"Misaki Kuno, Tomoyo Kurosawa, Maki Kawase, Satomi Arai, Kaori Nazuka, Romi Park, Yuki Kaji, Yukitoshi Tokumoto, Rie Kugimiya, Junichi Suwabe, Jouji Nakata",Japan,21-Sep-18,2018,6,1 Season,"Anime Series, International TV Shows"
TV Show,Maniac,,"Emma Stone, Jonah Hill, Justin Theroux, Sally Field, Gabriel Byrne, Sonoya Mizuno, Julia Garner, Billy Magnussen, Jemima Kirke",United States,21-Sep-18,2018,6.5,1 Season,"TV Comedies, TV Dramas, TV Mysteries"
Movie,Quincy,"Rashida Jones, Alan Hicks",Quincy Jones,United States,21-Sep-18,2018,6.5,124 min,"Documentaries, Music & Musicals"
Movie,Rafinha Bastos: Ultimatum,,Rafinha Bastos,Brazil,21-Sep-18,2018,6.5,63 min,Stand-Up Comedy
TV Show,The Good Cop,,"Tony Danza, Josh Groban, Monica Barbaro, Isiah Whitlock Jr.",United States,21-Sep-18,2018,6,1 Season,"Crime TV Shows, TV Comedies, TV Dramas"
TV Show,Mobile Suit Gundam UC,,"Kouki Uchiyama, Ayumi Fujimura, Hiro Shimono, Haruka Tomatsu, Daisuke Namikawa, Megumi Toyoguchi, Yuhko Kaida, Shuichi Ikeda, Tetsuya Kakihara",Japan,20-Sep-18,2014,7,1 Season,"Anime Series, International TV Shows"
TV Show,Transformers: Rescue Bots,,"Lacey Chabert, Elan Garfias, Maurice LaMarche, Jason Marsden, Shannon McKain, Steve Blum, Parvesh Cheena, D.C. Douglas, Imari Williams, LeVar Burton, Diamond White","Canada, United States",19-Sep-18,2016,9,1 Season,Kids' TV
TV Show,Al Hayba,,"Taim Hasan, Nadine Nassib Njeim, Abdo Chahine, Oweiss Mkhallalati, Mona Wassef",Lebanon,15-Sep-18,2017,6,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
TV Show,American Vandal,,"Tyler Alvarez, Griffin Gluck, Jimmy Tatro, Camille Hyde, Lou Wilson, Eduardo Franco, Jessica Juarez, Camille Ramsey, Calum Worthy, G. Hannelius, Karly Rothenberg",United States,14-Sep-18,2018,6.5,2 Seasons,"Crime TV Shows, TV Comedies, Teen TV Shows"
TV Show,Ingobernable,,"Kate del Castillo, Eréndira Ibarra, Alberto Guerra, Erik Hayser, Luis Roberto Guzmán, Álvaro Guerrero, Aida López, Fernando Luján, Maxi Iglesias, Marianna Burelli, Maria del Carmen Farías, Tamara Mazarraza, Marina de Tavira, Marco Antonio Treviño, Alicia Jaziz, Harold Torres, Alessio Valentini, Diego Cadavid, Hernán Del Riego",Mexico,14-Sep-18,2018,6.5,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
TV Show,Norm Macdonald Has a Show,,,United States,14-Sep-18,2018,6.5,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies"
TV Show,Super Monsters Monster Party,,"Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Ian James Corlett, Britt McKillip, Kathleen Barr, Diana Kaarina",,14-Sep-18,2018,8,1 Season,Kids' TV
Movie,The Angel,Ariel Vromen,"Marwan Kenzari, Hannah Ware, Toby Kebbell, Waleed Zuaiter, Maisa Abd Elhadi, Sasson Gabai, Mickey Leon, Ori Pfeffer, Slimane Dazi","Israel, United States",14-Sep-18,2018,6.5,114 min,"Dramas, International Movies, Thrillers"
Movie,The Land of Steady Habits,Nicole Holofcener,"Ben Mendelsohn, Edie Falco, Connie Britton, Thomas Mann, Bill Camp, Elizabeth Marvel, Charlie Tahan, Michael Gaston, Josh Pais",United States,14-Sep-18,2018,6.5,98 min,"Comedies, Dramas, Independent Movies"
TV Show,The Rise of Phoenixes,,"Chen Kun, Ni Ni, Zhao Lixin, Ni Dahong, Yuan Hong, Wang Ou, Bai Jinting, Zhang Xiaochen, Mei Ting, Liu Mintao, Yu Mingjia, Hou Yansong, Hai Yitian, Shi An, Shao Tong",China,14-Sep-18,2018,6,1 Season,"International TV Shows, Romantic TV Shows, TV Action & Adventure"
Movie,Reversing Roe,,"Ricki Stern, Annie Sundberg",United States,13-Sep-18,2018,6,100 min,Documentaries
TV Show,Life,,"Lee Dong-wook, Cho Seung-woo, Won Jin-ah, Lee Kyu-hyung, Moon Sung-keun, Yoo Jae-myung, Moon So-ri, Chun Ho-jin",South Korea,12-Sep-18,2018,6.5,1 Season,"International TV Shows, Korean TV Shows, TV Dramas"
Movie,On My Skin,Alessio Cremonini,"Alessandro Borghi, Jasmine Trinca, Milvia Marigliano, Max Tortora",Italy,12-Sep-18,2018,6.5,100 min,"Dramas, International Movies"
TV Show,Daniel Sloss: Live Shows,,Daniel Sloss,United States,11-Sep-18,2018,6.5,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies"
TV Show,If I were an Animal,,"Zachary Young, Fleur Delahunty",,11-Sep-18,2018,5,1 Season,"Docuseries, Kids' TV, Science & Nature TV"
Movie,The Resistance Banker,Joram Lürsen,"Barry Atsma, Jacob Derwig, Pierre Bokma, Jaap Spijkers, Raymond Thiry, Fockeline Ouwerkerk, Matteo van der Grijn, Jochum ten Haaf, Peter Jordan, Götz Schubert",Netherlands,11-Sep-18,2018,6.5,123 min,"Dramas, International Movies"
TV Show,Show Me the Money,,"Afdlin Shauki, Patrick Teoh, Mano Maniam, Rashid Salleh, Soefira Jaafar, Nell Ng, Juliana Ibrahim, Wandy She",,09-Sep-18,2004,6,2 Seasons,"International TV Shows, TV Comedies"
TV Show,Transformers Prime,,"Peter Cullen, Sumalee Montano, Frank Welker, Jeffrey Combs, Kevin Michael Richardson, Tania Gunadi, Josh Keaton, Steve Blum, Andy Pessoa, Ernie Hudson, Daran Norris, Will Friedle",United States,08-Sep-18,2013,9,1 Season,Kids' TV
TV Show,Transformers: Robots in Disguise,,"Will Friedle, Darren Criss, Constance Zimmer, Khary Payton, Mitchell Whitfield, Stuart Allan, Ted McGinley, Peter Cullen",United States,08-Sep-18,2016,9,1 Season,Kids' TV
Movie,City of Joy,Madeleine Gavin,,"United States,",07-Sep-18,2018,6.5,77 min,Documentaries
TV Show,Marvel's Iron Fist,,"Finn Jones, Jessica Henwick, David Wenham, Jessica Stroup, Tom Pelphrey",United States,07-Sep-18,2018,6.5,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas"
Movie,Next Gen,"Kevin R. Adams, Joe Ksander","John Krasinski, Charlyne Yi, Jason Sudeikis, Michael Peña, David Cross, Constance Wu","China, Canada, United States",07-Sep-18,2018,7,106 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy"
Movie,Sierra Burgess Is A Loser,Ian Samuels,"Shannon Purser, Kristine Froseth, RJ Cyler, Noah Centineo, Loretta Devine, Giorgia Whigham, Alice Lee, Lea Thompson, Alan Ruck, Mary Pat Gleason, Chrissy Metz",United States,07-Sep-18,2018,5,106 min,"Comedies, Romantic Movies"
TV Show,Stretch Armstrong & the Flex Fighters,,"Scott Menville, Steven Yeun, Ogie Banks, Wil Wheaton, Keith David, Miguel Ferrer, David Kaye, Kate Mulgrew, Nazneen Contractor, Felicia Day",United States,07-Sep-18,2018,9,2 Seasons,Kids' TV
Movie,The Most Assassinated Woman in the World,Franck Ribière,"Anna Mouglalis, Niels Schneider, André Wilms, Michel Fau, Sissi Duparc, Jean-Michel Balthazar, Julie Recoing, Eric Godon, Maya Coline, Constance Dollé","Belgium, United Kingdom, United States",07-Sep-18,2018,6.5,102 min,"Dramas, International Movies, Thrillers"
Movie,PK,Rajkumar Hirani,"Aamir Khan, Anuskha Sharma, Sanjay Dutt, Saurabh Shukla, Parikshat Sahni, Sushant Singh Rajput, Boman Irani, Rukhsar",India,06-Sep-18,2014,6,146 min,"Comedies, Dramas, International Movies"
Movie,The Debt Collector,Jesse V. Johnson,"Scott Adkins, Louis Mandylor, Vladimir Kulich, Michael Paré, Rachel Brann, Selina Lo, Tony Todd","United Kingdom, United States",03-Sep-18,2018,6.5,96 min,Action & Adventure
TV Show,Monkey Twins,,"Phakin Khamwilaisak, Sumret Muengput, Alisa Kunkwaeng, Zozeen Panyanut Jirarottanakasem, Akarat Nimitchai, Warawut Poyim, Vithaya Pansringarm, Phutharit Prombandal, Kazu Patrick Tang",Thailand,02-Sep-18,2018,6.5,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure"
TV Show,Quantico,,"Priyanka Chopra, Josh Hopkins, Jake McLaughlin, Aunjanue Ellis, Yasmine Al Massri, Johanna Braddy, Tate Ellington, Graham Rogers, Anabelle Acosta, Russell Tovey, Blair Underwood, Pearl Thusi",United States,02-Sep-18,2018,6,3 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries"
TV Show,Age of Rebellion,Peter Ho,"Peter Ho, Jeanine Yang, Tammy Chen, Jason Tsou, Chang Ting-hu, Nana Lee, Nien Hsuan Wu",Taiwan,01-Sep-18,2018,6.5,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
Movie,Carbon,Olivier Marchal,"Benoît Magimel, Gringe, Idir Chender, Laura Smet, Michaël Youn, Dani, Patrick Catalifo, Gérard Depardieu","France, Belgium",01-Sep-18,2017,6.5,104 min,"Dramas, International Movies, Thrillers"
Movie,Garbage,Qaushiq Mukherjee,"Tanmay Dhanania, Trimala Adhikari, Satarupa Das, Satchit Puranik, Gitanjali Dang, Shruti Viswan, Nikhil Chopra, Krish Moitra",India,01-Sep-18,2018,6.5,109 min,"Dramas, Independent Movies, International Movies"
Movie,??Kuch Bheege Alfaaz,Onir,"Geetanjali Thapa, Zain Khan Durrani, Shray Rai Tiwari, Mona Ambegaonkar, Chandreyee Ghosh, Barun Chanda, Saheb Bhattacharjee, Shefali Chauhan",India,01-Sep-18,2018,6,110 min,"Dramas, Independent Movies, International Movies"
Movie,Love and Shukla,Jatla Siddartha,"Saharsh Kumar Shukla, Taneea Rajawat, Hima Singh, Aparna Upadhyay, Loknath Tiwari, Sambhaji Sasane",India,01-Sep-18,2017,6.5,110 min,"Dramas, Independent Movies, International Movies"
Movie,Once Again,Kanwal Sethi,"Shefali Shah, Neeraj Kabi, Rasika Dugal, Bidita Bag, Priyanshu Painyuli, Bhagwan Tiwari","India, Germany, Austria",01-Sep-18,2018,7,101 min,"Dramas, Independent Movies, International Movies"
TV Show,Sisters,,"Lucy Durack, Antonia Prebble, Maria Angelico, Dan Spielman, Charlie Garber, Lindsay Farris, Zindzi Okenyo, Catherine McClements, Roy Billing, Magda Szubanski",Australia,01-Sep-18,2018,6.5,1 Season,"International TV Shows, TV Comedies, TV Dramas"
Movie,Sparring,Samuel Jouy,"Mathieu Kassovitz, Olivia Merilahti, Souleymane M'Baye, Billie Blain, Malik Bine, Zakariya Gouram, Jolente De Keersmaeker, Lyes Salem, Ali Labidi, David Saracino",France,01-Sep-18,2017,6.5,94 min,"Dramas, International Movies, Sports Movies"
TV Show,Cathedral of the Sea,,"Daniel Grao, Ginés García Millán, Óscar Hernández, Alain Hernández, Nora Navas, Lucía Díez, Jorge Kent, Ali El Aziz, Julia Carnero, David Venancio Muro, Jonás Beramí, Hugo Arbues, Natalia de Molina",Spain,31-Aug-18,2017,6.5,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
TV Show,Inside the Criminal Mind,,,"United States, Czech Republic",31-Aug-18,2018,6.5,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
TV Show,The Comedy Lineup,,"Michelle Buteau, Ian Karmel, Taylor Tomlinson, Sam Jay, Phil Wang, Sabrina Jalees, Jak Knight, Tim Dillon",United States,31-Aug-18,2018,6.5,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies"
Movie,The Laws of Thermodynamics,Mateo Gil,"Vito Sanz, Berta Vázquez, Chino Darín, Vicky Luengo, Andrea Ros, Irene Escolar, Josep Maria Pou, Daniel Sánchez Arévalo",Spain,31-Aug-18,2018,6.5,101 min,"Comedies, International Movies, Romantic Movies"
TV Show,Ultimate Beastmaster,,"Tiki Barber, Chris Distefano, Francesco Facchinetti, Bianca Balti, Vidyut Jammwal, Sarah-Jane Dias, BIn Gu, Qinyi Du, Paula Vázquez, Saúl Craviotto, Gilles Marini, Sandy Heribert, Terry Crews, Charissa Thompson, Yuji Kondo, Sayaka Akimoto, Luke Mockridge, Hans Sarpei, Kyung-seok Seo, Kyeong-rim Park, Luis Ernesto Franco, Inés Sainz, Rafinha Bastos, Anderson Silva, Sylvester Stallone","United States, Brazil, South Korea, Mexico, Japan, Germany",31-Aug-18,2018,7,3 Seasons,Reality TV
TV Show,Ultimate Beastmaster México,,"Luis Ernesto Franco, Inés Sainz, Tiki Barber, Chris Distefano, Francesco Facchinetti, Bianca Balti, Vidyut Jammwal, Sarah-Jane Dias, BIn Gu, Qinyi Du, Paula Vázquez, Saúl Craviotto, Gilles Marini, Sandy Heribert, Terry Crews, Charissa Thompson, Yuji Kondo, Sayaka Akimoto, Luke Mockridge, Hans Sarpei, Kyung-seok Seo, Kyeong-rim Park, Rafinha Bastos, Anderson Silva, Sylvester Stallone",,31-Aug-18,2018,7,3 Seasons,"Reality TV, Spanish-Language TV Shows"
TV Show,Undercover Law,,"Viña Machado, Juana del Río, Luna Baxter, Valeria Gálviz, Tommy Vasquez, Luis Mesa, Katherine Vélez, Juan Manuel Mendoza, Patrick Delmas, Ricardo Vesga, Toto Vega",Colombia,31-Aug-18,2017,6.5,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
Movie,Naam Shabana,Shivam Nair,"Tapsee Pannu, Akshay Kumar, Manoj Bajpayee, Prithviraj Sukumaran, Danny Denzongpa, Anupam Kher, Zakir Hussain, Virendra Saxenda",India,28-Aug-18,2017,6,141 min,"Action & Adventure, International Movies"
Movie,Qarib Qarib Singlle,Tanuja Chandra,"Irrfan Khan, Parvathy, Neha Dhupia, Pushtii Shakti, Luke Kenny, Siddharth Menon, Bajrangbali Singh, Brijendra Kala",India,28-Aug-18,2017,6,120 min,"Comedies, International Movies, Romantic Movies"
Movie,Spyder,A.R. Murugadoss,"Mahesh Babu, Rakul Preet Singh, S.J. Surya, Bharath Srinivasan, Priyadarshi Pullikonda, RJ Balaji",India,28-Aug-18,2017,6,140 min,"Action & Adventure, International Movies"
TV Show,Chicken Soup for the Soul's Being Dad,,,United States,27-Aug-18,2018,6.5,1 Season,Docuseries
Movie,Maria Bamford: The Special Special Special,Jordan Brady,"Maria Bamford, Wayne Federman, Jackie Kashian",United States,25-Aug-18,2012,6.5,50 min,Stand-Up Comedy
Movie,Bert Kreischer: Secret Time,Todd Biermann,Bert Kreischer,,24-Aug-18,2018,6.5,57 min,Stand-Up Comedy
TV Show,GHOUL,Patrick Graham,"Radhika Apte, Manav Kaul, Ratnabali Bhattacharjee, Mahesh Balraj",India,24-Aug-18,2018,6.5,1 Season,"International TV Shows, TV Dramas, TV Horror"
Movie,One Last Shot,Mike Clattenburg,"Robb Wells, John Paul Tremblay, John Dunsworth",Canada,24-Aug-18,1998,6.5,31 min,Comedies
TV Show,Take My Brother Away,Han Qing,"Sun Qian, Joseph Zeng, Lv Xiao Yu, Hu Yong Tao, Wang Xu Dong, Ma Bai Quan",China,24-Aug-18,2018,6,1 Season,"International TV Shows, TV Comedies, TV Dramas"
Movie,The After Party,Ian Edelman,"Kyle Harvey, Harrison Holzer, Teyana Taylor, Shelley Hennig, Wiz Khalifa, Blair Underwood, Jordan Rock, Amin Joseph, Andy Buckley, Jamie Choi",United States,24-Aug-18,2018,6.5,90 min,"Comedies, Music & Musicals"
TV Show,The Innocents,,"Sorcha Groundsell, Percelle Ascott, Guy Pearce, Sam Hazeldine, Nadine Marshall, Jóhannes Haukur Jóhannesson, Laura Birn, Ingunn Beate Øyen, Arthur Hughes, Trond Fausa, Lise Risom Olsen, Philip Wright",United Kingdom,24-Aug-18,2018,6.5,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows"
Movie,Bareilly Ki Barfi,Ashwiny Iyer Tiwari,"Ayushmann Khurrana, Kriti Sanon, Rajkummar Rao, Pankaj Tripathi, Seema Pahwa, Rohit Chaudhury, Swati Semwal",India,21-Aug-18,2017,6,110 min,"Comedies, Dramas, International Movies"
Movie,Mersal,Atlee Kumar,"Joseph Vijay, S.J. Surya, Kajal Aggarwal, Samantha Ruth Prabhu, Nithya Menon, Vadivelu, Sathyaraj",India,21-Aug-18,2017,6,162 min,"Action & Adventure, Dramas, International Movies"
Movie,Mom,Ravi Udyawar,"Sridevi, Akshaye Khanna, Sajal Ali, Nawazuddin Siddiqui, Adnan Siddiqui, Pitobash, Abhimanyu Singh, Vikas Verma",India,21-Aug-18,2017,6,139 min,"Dramas, International Movies, Thrillers"
Movie,Pad Man,R. Balki,"Akshay Kumar, Sonam Kapoor, Radhika Apte, Jyoti Subhash, Urmila Mahanta, Suneel Sinha, Sanjay Singh, Rakesh Chaturvedi Om",India,21-Aug-18,2018,5,130 min,"Dramas, International Movies, Romantic Movies"
Movie,Toilet: Ek Prem Katha,Shree Narayan Singh,"Akshay Kumar, Bhumi Pednekar, Divyendu Sharma, Atul Srivastava, Anupam Kher, Ayesha Raza Mishra, Mukesh S Bhatt, Shubha Khote, Sudhir Pandey",India,21-Aug-18,2017,6,145 min,"Comedies, Dramas, International Movies"
Movie,Party Monster: Scratching the Surface,,"Ellie Kemper, Jane Krakowski, Tituss Burgess, Carol Kane, Jon Hamm, Bobby Moynihan, Lauren Adams, Sara Chase, Sol Miranda, Derek Klena, Aidy Bryant",United States,17-Aug-18,2018,6,33 min,Comedies
TV Show,Stay Here,,"Genevieve Gorder, Peter Lorimer",United States,17-Aug-18,2018,7,1 Season,Reality TV
Movie,The Motive,Manuel Martín Cuenca,"Javier Gutiérrez, María León, Adelfa Calvo, Adriana Paz, Tenoch Huerta, Rafael Téllez, Antonio de la Torre","Spain, Mexico",17-Aug-18,2017,6.5,114 min,"Comedies, Dramas, International Movies"
Movie,To All the Boys I’ve Loved Before,Susan Johnson,"Lana Condor, Noah Centineo, Janel Parrish, Anna Cathcart, Andrew Bachelor, Trezzo Mahoro, Madaleine Arthur, Israel Broussard, Emilija Baranac, John Corbett",United States,17-Aug-18,2018,6,100 min,"Comedies, International Movies, Romantic Movies"
Movie,Yoo Byung Jae: Discomfort Zone,Y. Joon Chung,Yoo Byung Jae,South Korea,17-Aug-18,2018,6.5,54 min,Stand-Up Comedy
Movie,Bhavesh Joshi Superhero,Vikramaditya Motwane,"Harshvardhan Kapoor, Priyanshu Painyuli, Ashish Verma, Shreiya Sabharwal, Pratap Phad, Chinmayee Mandlekar, Nishikant Kamat, Hrishikesh Joshi",India,16-Aug-18,2018,6,150 min,"Dramas, International Movies, Sci-Fi & Fantasy"
Movie,For Here or to Go?,Rucha Humnabadkar,"Ali Fazal, Melanie Chandra, Rajit Kapoor, Amitosh Nagpal, Omi Vaidya, Samrat Chakrabarti, Keith Stevenson","United States, India",15-Aug-18,2015,6.5,105 min,"Comedies, Dramas, Independent Movies"
TV Show,72 Dangerous Animals: Asia,,Bob Brisbane,Australia,10-Aug-18,2018,6,1 Season,"Docuseries, International TV Shows, Science & Nature TV"
TV Show,Afflicted,,,United States,10-Aug-18,2018,6.5,1 Season,"Docuseries, Reality TV, Science & Nature TV"
TV Show,All About the Washingtons,,"Joseph Simmons, Justine Simmons, Kiana Ledé, Nathan Anderson, Leah Rose Randall, Maceo Smedley, Quincy Fouse, DJ Ruckus, Adain Bradley, Tim Meadows, Daymond John, Erick Chavarria, Christopher Clarke, Aubrey Cleland, Arsenio Hall, Stephen Schneider, Max Goudsmit, Noah Gerry, Jamie VanDyke, Ashleigh Hairston",United States,10-Aug-18,2018,7,1 Season,TV Comedies
Movie,The Guernsey Literary and Potato Peel Pie Society,Mike Newell,"Lily James, Michiel Huisman, Penelope Wilton, Tom Courtenay, Jessica Brown Findlay, Katherine Parkinson, Matthew Goode","United Kingdom, France, United States",10-Aug-18,2018,7,124 min,"Dramas, Romantic Movies"
Movie,The Package,Jake Szymanski,"Daniel Doheny, Geraldine Viswanathan, Luke Spencer Roberts, Eduardo Franco, Sadie Calvano",United States,10-Aug-18,2018,6.5,95 min,Comedies
Movie,Zion,Floyd Russ,Zion Clark,United States,10-Aug-18,2018,7,12 min,"Documentaries, Sports Movies"
Movie,Perdida,Alejandro Montiel,"Luisana Lopilato, Amaia Salamanca, Rafael Spregelburd, Nicolás Furtado, Oriana Sabatini, Pedro Casablanc, Arancha Martí, Carlos Alcántara, María Onetto, Sara Sálamo","Argentina, Spain",09-Aug-18,2018,6.5,104 min,"Dramas, International Movies, Thrillers"
TV Show,The Originals,,"Joseph Morgan, Daniel Gillies, Phoebe Tonkin, Charles Michael Davis, Leah Pipes, Danielle Campbell, Claire Holt, Steven Krueger",United States,09-Aug-18,2018,6,5 Seasons,"TV Dramas, TV Horror, TV Mysteries"
TV Show,Pretty Man,,"Sierra Li, Dylan Xiong, Yu Yi Jie, Zhao Yao Ke, Tien Hsin",,08-Aug-18,2018,6,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
TV Show,On Children,,"Chuan-Chen Yeh, Chung Hsin-ling, Frances Wu, Chiung-Hsuan Hsieh, Su-Yun Ko, Ivy Yin, Gingle Wang, Hsiu-Fu Liu, Tzu-Chuan Liu, Yu-Xuan Wang",Taiwan,05-Aug-18,2018,6,1 Season,"International TV Shows, TV Dramas, TV Mysteries"
Movie,2 States,Abhishek Varman,"Alia Bhatt, Arjun Kapoor, Ronit Roy, Amrita Singh, Revathy, Aru Krishansh Verma",India,04-Aug-18,2014,7,143 min,"Comedies, Dramas, International Movies"
Movie,Baaghi,Sabir Khan,"Tiger Shroff, Shraddha Kapoor, Sudheer Babu, Paras Arora, Sunil Grover, Sourav Chakraborty, Shaurya Bhardawaj",India,04-Aug-18,2016,6,127 min,"Action & Adventure, International Movies"
Movie,Brij Mohan Amar Rahe,Nikhil Nagesh Bhat,"Arjun Mathur, Nidhi Singh, Manav Vij, Sheetal Thakur, Sunny Hinduja, Yogendra Tikku, Vijayant Kohli",India,04-Aug-18,2018,6.5,100 min,"Comedies, Dramas, International Movies"
Movie,Flavors of Youth: International Version,"Xiaoxing Yi, Yoshitaka Takeuchi, Haoling Li","Taito Ban, Mariya Ise, Minako Kotobuki, Haruka Shiraishi, Hiroki Yasumoto, Takeo Otsuka, Ikumi Hasegawa, Takayuki Nakatsukasa","China, Japan",04-Aug-18,2018,7,74 min,"Anime Features, International Movies, Romantic Movies"
TV Show,Cocaine Coast,,"Javier Rey, Tristán Ulloa, Antonio Durán 'Morris', Carlos Blanco, Manuel Lourenzo, Jana Pérez, Xosé Antonio Touriñán, Isabel Naveira, Eva Fernández, Juan Pablo Shuk",Spain,03-Aug-18,2018,6.5,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
TV Show,Dinotrux Supercharged,,"Andrew Francis, Richard Ian Cox, Brian Drummond, Matt Hill, Ashleigh Ball, Paul Dobson",,03-Aug-18,2018,9,3 Seasons,Kids' TV
Movie,Like Father,Lauren Miller Rogen,"Kristen Bell, Kelsey Grammer, Seth Rogen, Paul W. Downs, Zach Appelman, Leonard Ouzts, Blaire Brooks, Anthony Laciura, Mary Looram, Brett Gelman",United States,03-Aug-18,2018,6.5,104 min,"Comedies, Dramas"
Movie,7 Khoon Maaf,Vishal Bhardwaj,"Priyanka Chopra, Neil Nitin Mukesh, John Abraham, Irrfan Khan, Aleksandr Dyachenko, Annu Kapoor, Naseeruddin Shah, Vivaan Shah, Usha Uthup, Konkona Sen Sharma",India,02-Aug-18,2011,6.5,148 min,"Dramas, International Movies, Thrillers"
Movie,Chillar Party,"Vikas Bahl, Nitesh Tiwari","Irfan Khan, Raju, Sanath Menon, Rohan Grover, Naman Jain, Aarav Khanna, Vishesh Tiwari, Chinmai Chandranshuh, Vedant Desai, Shriya Sharma, Divji Handa",India,02-Aug-18,2011,7,127 min,"Children & Family Movies, Comedies, Dramas"
